"Parent","Asset","District","County","Owner"
"District 2 - Jefferson","22291","02 - District 2","069 - Jefferson","02 - County Highway Agency"
"District 2 - Jefferson","22292","02 - District 2","069 - Jefferson","04 - City or Municipal Highway Agency"
"District 10 - Craighead","22293","10 - District 10","031 - Craighead","02 - County Highway Agency"
"District 7 - Union","22294","07 - District 7","139 - Union","02 - County Highway Agency"
"District 7 - Union","22295","07 - District 7","139 - Union","02 - County Highway Agency"
"District 8 - Montgomery","22299","08 - District 8","097 - Montgomery","02 - County Highway Agency"
"District 7 - Union","22300","07 - District 7","139 - Union","02 - County Highway Agency"
"District 7 - Union","22301","07 - District 7","139 - Union","02 - County Highway Agency"
"District 6 - Hot Spring","22302","06 - District 6","059 - Hot Spring","04 - City or Municipal Highway Agency"
"District 6 - Pulaski","22303","06 - District 6","119 - Pulaski","02 - County Highway Agency"
"District 6 - Pulaski","22304","06 - District 6","119 - Pulaski","02 - County Highway Agency"
"District 10 - Clay","22305","10 - District 10","021 - Clay","02 - County Highway Agency"
"District 5 - White","22306","05 - District 5","145 - White","02 - County Highway Agency"
"District 6 - Saline","22307","06 - District 6","125 - Saline","02 - County Highway Agency"
"District 10 - Craighead","22308","10 - District 10","031 - Craighead","02 - County Highway Agency"
"District 6 - Pulaski","22309","06 - District 6","119 - Pulaski","02 - County Highway Agency"
"District 2 - Ashley","22310","02 - District 2","003 - Ashley","02 - County Highway Agency"
"District 10 - Greene","22311","10 - District 10","055 - Greene","02 - County Highway Agency"
"District 5 - White","22312","05 - District 5","145 - White","02 - County Highway Agency"
"District 5 - Independence","22313","05 - District 5","063 - Independence","02 - County Highway Agency"
"District 4 - Polk","22314","04 - District 4","113 - Polk","02 - County Highway Agency"
"District 6 - Saline","22315","06 - District 6","125 - Saline","04 - City or Municipal Highway Agency"
"District 6 - Saline","22316","06 - District 6","125 - Saline","04 - City or Municipal Highway Agency"
"District 1 - Phillips","22318","01 - District 1","107 - Phillips","02 - County Highway Agency"
"District 3 - Hempstead","22319","03 - District 3","057 - Hempstead","02 - County Highway Agency"
"District 10 - Mississippi","22320","10 - District 10","093 - Mississippi","02 - County Highway Agency"
"District 10 - Clay","22321","10 - District 10","021 - Clay","02 - County Highway Agency"
"District 10 - Craighead","22322","10 - District 10","031 - Craighead","02 - County Highway Agency"
"District 3 - Sevier","22323","03 - District 3","133 - Sevier","02 - County Highway Agency"
"District 10 - Craighead","22324","10 - District 10","031 - Craighead","02 - County Highway Agency"
"District 6 - Pulaski","22326","06 - District 6","119 - Pulaski","04 - City or Municipal Highway Agency"
"District 7 - Union","22327","07 - District 7","139 - Union","02 - County Highway Agency"
"District 6 - Pulaski","22329","06 - District 6","119 - Pulaski","04 - City or Municipal Highway Agency"
"District 6 - Pulaski","22330","06 - District 6","119 - Pulaski","04 - City or Municipal Highway Agency"
"District 3 - Lafayette","22331","03 - District 3","073 - Lafayette","02 - County Highway Agency"
"District 7 - Bradley","22332","07 - District 7","011 - Bradley","02 - County Highway Agency"
"District 7 - Union","22333","07 - District 7","139 - Union","02 - County Highway Agency"
"District 10 - Clay","22334","10 - District 10","021 - Clay","02 - County Highway Agency"
"District 10 - Randolph","22335","10 - District 10","121 - Randpolph","02 - County Highway Agency"
"District 6 - Pulaski","22336","06 - District 6","119 - Pulaski","02 - County Highway Agency"
"District 6 - Saline","22337","06 - District 6","125 - Saline","02 - County Highway Agency"
"District 2 - Drew","22338","02 - District 2","043 - Drew","02 - County Highway Agency"
"District 2 - Drew","22339","02 - District 2","043 - Drew","02 - County Highway Agency"
"District 2 - Drew","22340","02 - District 2","043 - Drew","02 - County Highway Agency"
"District 2 - Lincoln","22341","02 - District 2","079 - Lincoln","02 - County Highway Agency"
"District 7 - Union","22344","07 - District 7","139 - Union","02 - County Highway Agency"
"District 7 - Union","22345","07 - District 7","139 - Union","02 - County Highway Agency"
"District 7 - Union","22346","07 - District 7","139 - Union","02 - County Highway Agency"
"District 3 - Howard","22347","03 - District 3","061 - Howard","02 - County Highway Agency"
"District 5 - Sharp","22348","05 - District 5","135 - Sharp","02 - County Highway Agency"
"District 5 - Independence","22349","05 - District 5","063 - Independence","02 - County Highway Agency"
"District 5 - Izard","22350","05 - District 5","065 - Izard","04 - City or Municipal Highway Agency"
"District 10 - Greene","22351","10 - District 10","055 - Greene","02 - County Highway Agency"
"District 10 - Clay","22352","10 - District 10","021 - Clay","02 - County Highway Agency"
"District 3 - Hempstead","22353","03 - District 3","057 - Hempstead","02 - County Highway Agency"
"District 10 - Clay","22354","10 - District 10","021 - Clay","02 - County Highway Agency"
"District 10 - Mississippi","22355","10 - District 10","093 - Mississippi","02 - County Highway Agency"
"District 10 - Mississippi","22356","10 - District 10","093 - Mississippi","02 - County Highway Agency"
"District 8 - Faulkner","22357","08 - District 8","045 - Faulkner","04 - City or Municipal Highway Agency"
"District 3 - Howard","22358","03 - District 3","061 - Howard","02 - County Highway Agency"
"District 2 - Jefferson","22359","02 - District 2","069 - Jefferson","02 - County Highway Agency"
"District 2 - Jefferson","22360","02 - District 2","069 - Jefferson","04 - City or Municipal Highway Agency"
"District 9 - Searcy","22361","09 - District 9","129 - Searcy","02 - County Highway Agency"
"District 10 - Mississippi","22362","10 - District 10","093 - Mississippi","02 - County Highway Agency"
"District 10 - Clay","22363","10 - District 10","021 - Clay","02 - County Highway Agency"
"District 10 - Mississippi","22364","10 - District 10","093 - Mississippi","02 - County Highway Agency"
"District 4 - Washington","22365","04 - District 4","143 - Washington","02 - County Highway Agency"
"District 10 - Randolph","22366","10 - District 10","121 - Randpolph","02 - County Highway Agency"
"District 10 - Randolph","22367","10 - District 10","121 - Randpolph","02 - County Highway Agency"
"District 10 - Randolph","22368","10 - District 10","121 - Randpolph","02 - County Highway Agency"
"District 10 - Randolph","22369","10 - District 10","121 - Randpolph","02 - County Highway Agency"
"District 10 - Greene","22370","10 - District 10","055 - Greene","02 - County Highway Agency"
"District 10 - Randolph","22371","10 - District 10","121 - Randpolph","02 - County Highway Agency"
"District 10 - Mississippi","22372","10 - District 10","093 - Mississippi","02 - County Highway Agency"
"District 10 - Greene","22373","10 - District 10","055 - Greene","02 - County Highway Agency"
"District 7 - Union","22374","07 - District 7","139 - Union","02 - County Highway Agency"
"District 7 - Union","22375","07 - District 7","139 - Union","02 - County Highway Agency"
"District 7 - Union","22376","07 - District 7","139 - Union","02 - County Highway Agency"
"District 10 - Greene","22377","10 - District 10","055 - Greene","02 - County Highway Agency"
"District 10 - Greene","22378","10 - District 10","055 - Greene","02 - County Highway Agency"
"District 10 - Greene","22379","10 - District 10","055 - Greene","02 - County Highway Agency"
"District 10 - Greene","22380","10 - District 10","055 - Greene","02 - County Highway Agency"
"District 10 - Randolph","22381","10 - District 10","121 - Randpolph","02 - County Highway Agency"
"District 10 - Clay","22382","10 - District 10","021 - Clay","02 - County Highway Agency"
"District 9 - Baxter","22383","09 - District 9","005 - Baxter","02 - County Highway Agency"
"District 7 - Union","22384","07 - District 7","139 - Union","02 - County Highway Agency"
"District 7 - Union","22385","07 - District 7","139 - Union","02 - County Highway Agency"
"District 7 - Union","22386","07 - District 7","139 - Union","02 - County Highway Agency"
"District 7 - Union","22387","07 - District 7","139 - Union","02 - County Highway Agency"
"District 4 - Sebastian","22388","04 - District 4","131 - Sebastian","02 - County Highway Agency"
"District 6 - Pulaski","22389","06 - District 6","119 - Pulaski","02 - County Highway Agency"
"District 10 - Clay","22390","10 - District 10","021 - Clay","02 - County Highway Agency"
"District 10 - Poinsett","22392","10 - District 10","111 - Poinsett","02 - County Highway Agency"
"District 5 - Independence","22393","05 - District 5","063 - Independence","02 - County Highway Agency"
"District 4 - Washington","22394","04 - District 4","143 - Washington","04 - City or Municipal Highway Agency"
"District 4 - Washington","22395","04 - District 4","143 - Washington","04 - City or Municipal Highway Agency"
"District 4 - Washington","22396","04 - District 4","143 - Washington","04 - City or Municipal Highway Agency"
"District 4 - Washington","22397","04 - District 4","143 - Washington","04 - City or Municipal Highway Agency"
"District 7 - Clark","22398","07 - District 7","019 - Clark","02 - County Highway Agency"
"District 9 - Benton","22399","09 - District 9","007 - Benton","02 - County Highway Agency"
"District 10 - Craighead","22400","10 - District 10","031 - Craighead","02 - County Highway Agency"
"District 10 - Greene","22401","10 - District 10","055 - Greene","02 - County Highway Agency"
"District 10 - Greene","22402","10 - District 10","055 - Greene","02 - County Highway Agency"
"District 10 - Greene","22403","10 - District 10","055 - Greene","02 - County Highway Agency"
"District 10 - Greene","22404","10 - District 10","055 - Greene","02 - County Highway Agency"
"District 10 - Randolph","22405","10 - District 10","121 - Randpolph","02 - County Highway Agency"
"District 10 - Greene","22407","10 - District 10","055 - Greene","02 - County Highway Agency"
"District 10 - Greene","22408","10 - District 10","055 - Greene","02 - County Highway Agency"
"District 10 - Greene","22409","10 - District 10","055 - Greene","02 - County Highway Agency"
"District 10 - Greene","22410","10 - District 10","055 - Greene","02 - County Highway Agency"
"District 10 - Greene","22411","10 - District 10","055 - Greene","02 - County Highway Agency"
"District 6 - Hot Spring","22412","06 - District 6","059 - Hot Spring","02 - County Highway Agency"
"District 5 - Cleburne","22413","05 - District 5","023 - Cleburne","04 - City or Municipal Highway Agency"
"District 10 - Randolph","22414","10 - District 10","121 - Randpolph","02 - County Highway Agency"
"District 10 - Clay","22415","10 - District 10","021 - Clay","02 - County Highway Agency"
"District 10 - Randolph","22416","10 - District 10","121 - Randpolph","02 - County Highway Agency"
"District 10 - Greene","22417","10 - District 10","055 - Greene","02 - County Highway Agency"
"District 9 - Benton","22418","09 - District 9","007 - Benton","04 - City or Municipal Highway Agency"
"District 9 - Benton","22419","09 - District 9","007 - Benton","02 - County Highway Agency"
"District 9 - Madison","22420","09 - District 9","087 - Madison","02 - County Highway Agency"
"District 6 - Hot Spring","22421","06 - District 6","059 - Hot Spring","02 - County Highway Agency"
"District 10 - Greene","22423","10 - District 10","055 - Greene","02 - County Highway Agency"
"District 10 - Greene","22424","10 - District 10","055 - Greene","02 - County Highway Agency"
